GENESIS-Tabelle: 44151-0001;;;;;;;
Besch‰ftigte, Umsatz im Bauhauptgewerbe (Messzahlen und;;;;;;;
Ver‰nderungsraten): Deutschland, Monate, Wirtschaftszweige;;;;;;;
Konjunkturstatistik im Bauhauptgewerbe;;;;;;;
Deutschland;;;;;;;
;;;;Besch‰ftigte;Ver‰nderung zum Vorjahresmon.;Umsatz;Ver‰nderung zum Vorjahres
Key Wirtschaftszweig;Wirtschaftszweig;Jahr;Monat;2010=100;in (%);2010=100;in (%)
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;August;103,5;.;111,3;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;September;103,9;.;121,7;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;Oktober;104;.;116,5;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;November;103;.;120,1;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;Dezember;96,9;.;115,4;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;Januar;93,7;1;60,6;28,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;Februar;94,8;3,2;77,8;36
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;M‰rz;98,2;2,8;101,7;21,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;April;100,1;-0,4;109,1;11
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;Mai;101,5;-0,4;119,5;18,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;Juni;101,8;-1;111,3;-1,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;Juli;102,4;-0,8;116,1;1,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;August;102,8;-0,7;122,4;10
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;September;102,6;-1,3;124,2;2,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;Oktober;102,2;-1,7;120,5;3,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;November;102,1;-0,9;129,6;7,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2011;Dezember;98,1;1,2;141,7;22,8
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;Januar;95,4;1,8;69,4;14,5
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;Februar;94,6;-0,2;73,2;-5,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;M‰rz;98,3;0,1;107,9;6,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;April;100,5;0,4;108;-1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;Mai;101,2;-0,3;118,2;-1,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;Juni;102,2;0,4;124,6;11,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;Juli;103;0,6;127,5;9,8
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;August;103,4;0,6;125,7;2,7
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;September;103,6;1;122,2;-1,6
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;Oktober;103,4;1,2;131,6;9,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;November;102,9;0,8;132;1,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2012;Dezember;98,2;0,1;129,9;-8,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;Januar;95,8;0,4;69,7;0,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;Februar;95,7;1,2;78,8;7,7
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;M‰rz;97,1;-1,2;96,6;-10,5
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;April;101;0,5;114,4;5,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;Mai;102,6;1,4;123,1;4,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;Juni;103,3;1,1;124;-0,5
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;Juli;104,4;1,4;140,3;10
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;August;105;1,5;130,9;4,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;September;105,5;1,8;137,1;12,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;Oktober;105;1,5;143,8;9,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;November;103,9;1;141,7;7,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2013;Dezember;99,4;1,2;148,6;14,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;Januar;97,6;1,9;86,7;24,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;Februar;98,2;2,6;98,9;25,5
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;M‰rz;100,8;3,8;120,9;25,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;April;102,8;1,8;131;14,5
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;Mai;103,7;1,1;132,6;7,7
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;Juni;104,5;1,2;135,5;9,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;Juli;105,3;0,9;145,1;3,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;August;105,5;0,5;129;-1,5
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;September;105,7;0,2;142;3,6
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;Oktober;105,3;0,3;145,9;1,5
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;November;104,4;0,5;142,8;0,8
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2014;Dezember;100,5;1,1;156;5
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;Januar;98,9;1,3;80,5;-7,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;Februar;99,4;1,2;100;1,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;M‰rz;101,8;1;129,2;6,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;April;103,7;0,9;130,8;-0,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;Mai;104,5;0,8;128,8;-2,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;Juni;105,6;1,1;146,2;7,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;Juli;106,5;1,1;147,6;1,7
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;August;107;1,4;137,1;6,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;September;106,9;1,1;145,7;2,6
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;Oktober;106,4;1;151,2;3,6
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;November;105,9;1,4;155,5;8,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2015;Dezember;101,8;1,3;164,9;5,7
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;Januar;100,5;1,6;85,5;6,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;Februar;101,8;2,4;109,6;9,6
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;M‰rz;104,3;2,5;134;3,7
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;April;106,6;2,8;149,5;14,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;Mai;108,2;3,5;147,9;14,8
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;Juni;109,1;3,3;159,3;9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;Juli;110,3;3,6;154,1;4,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;August;111,5;4,2;160;16,7
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;September;111,2;4;166;13,9
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;Oktober;112,5;5,7;169,9;12,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;November;112,3;6;173,1;11,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2016;Dezember;107,9;6;191,6;16,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;Januar;106,8;6,3;96,7;13,1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;Februar;108,4;6,5;118,1;7,8
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;M‰rz;111;6,4;157,2;17,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;April;112,7;5,7;148;-1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;Mai;114,3;5,6;168,2;13,7
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;Juni;114,8;5,2;174,2;9,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;Juli;115,7;4,9;174,6;13,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;August;117;4,9;179,8;12,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;September;116,7;4,9;175,9;6
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;Oktober;117;4;178,8;5,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;November;117;4,2;192,9;11,4
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2017;Dezember;112,6;4,4;195,8;2,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;Januar;112,6;5,4;114,3;18,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;Februar;114,2;5,4;136,5;15,6
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;M‰rz;115,9;4,4;158,7;1
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;April;118;4,7;167,5;13,2
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;Mai;119,2;4,3;177,1;5,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;Juni;120,5;5;190,9;9,6
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;Juli;121,2;4,8;195;11,7
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;August;121,8;4,1;198,3;10,3
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;September;...;...;...;...
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;Oktober;...;...;...;...
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;November;...;...;...;...
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2018;Dezember;...;...;...;...
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;Januar;92,1;.;43,1;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;Februar;91,3;.;49,5;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;M‰rz;95;.;81,5;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;April;98,6;.;96,1;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;Mai;100,2;.;100,5;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;Juni;101,7;.;115,9;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;Juli;102,3;.;117;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;August;104,1;.;112,3;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;September;105,3;.;120,2;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;Oktober;105,3;.;123,4;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;November;104,7;.;128,1;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2010;Dezember;99,4;.;112,6;.
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;Januar;96,1;4,3;56,6;31,3
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;Februar;96,9;6,1;70,5;42,4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;M‰rz;99,8;5,1;95,8;17,5
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;April;101,8;3,2;99,9;4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;Mai;103,3;3,1;119,8;19,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;Juni;104;2,3;112,2;-3,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;Juli;104,4;2,1;119,4;2,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;August;106,2;2;121,9;8,5
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;September;107;1,6;126,7;5,4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;Oktober;106,8;1,4;124,3;0,7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;November;106;1,2;139,1;8,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2011;Dezember;101,6;2,2;138,6;23,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;Januar;98,2;2,2;62,4;10,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;Februar;97,8;0,9;63,9;-9,4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;M‰rz;102,2;2,4;99,6;4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;April;103,3;1,5;102;2,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;Mai;104,4;1,1;113,3;-5,4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;Juni;104,9;0,9;119,7;6,7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;Juli;105,6;1,1;125,4;5
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;August;106,9;0,7;124,7;2,3
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;September;107,6;0,6;124,1;-2,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;Oktober;107,4;0,6;134;7,8
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;November;106,6;0,6;133,8;-3,8
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2012;Dezember;101,7;0,1;125,1;-9,7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;Januar;98,4;0,2;57,9;-7,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;Februar;98,3;0,5;64;0,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;M‰rz;99,8;-2,3;81,5;-18,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;April;103,2;-0,1;102,3;0,3
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;Mai;104,9;0,5;110,9;-2,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;Juni;105,7;0,8;120,6;0,8
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;Juli;106,6;0,9;136,7;9
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;August;107,6;0,7;127,1;1,9
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;September;108,8;1,1;131,5;6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;Oktober;108,6;1,1;138,4;3,3
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;November;107,7;1;140,3;4,9
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2013;Dezember;102,7;1;141,4;13
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;Januar;100,1;1,7;71;22,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;Februar;100,6;2,3;80,8;26,3
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;M‰rz;103,4;3,6;101,9;25
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;April;105,4;2,1;110,5;8
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;Mai;106,4;1,4;118,6;6,9
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;Juni;107,2;1,4;118,2;-2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;Juli;107,6;0,9;133,2;-2,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;August;108,6;0,9;121,6;-4,3
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;September;109,8;0,9;134,3;2,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;Oktober;109,5;0,8;136,1;-1,7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;November;108,3;0,6;134;-4,5
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2014;Dezember;103,7;1;142;0,4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;Januar;101;0,9;64,4;-9,3
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;Februar;101,1;0,5;76,9;-4,8
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;M‰rz;103,7;0,3;106,2;4,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;April;106,1;0,7;112,8;2,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;Mai;107;0,6;115,6;-2,5
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;Juni;107,9;0,7;134,4;13,7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;Juli;108,3;0,7;142,5;7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;August;109,3;0,6;127,4;4,8
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;September;110,4;0,5;140,5;4,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;Oktober;109,9;0,4;146,4;7,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;November;109,1;0,7;148,2;10,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2015;Dezember;104,9;1,2;154,2;8,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;Januar;102,2;1,2;63,6;-1,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;Februar;103,1;2;91,2;18,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;M‰rz;105,3;1,5;111;4,5
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;April;107,4;1,2;126,1;11,8
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;Mai;108,4;1,3;126,5;9,4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;Juni;109,3;1,3;141,6;5,4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;Juli;109,7;1,3;139,6;-2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;August;111,2;1,7;140,2;10
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;September;112,1;1,5;146,5;4,3
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;Oktober;111,9;1,8;139,6;-4,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;November;111,1;1,8;147,4;-0,5
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2016;Dezember;107,2;2,2;158,5;2,8
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;Januar;104,6;2,3;64,1;0,8
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;Februar;105,3;2,1;85,4;-6,4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;M‰rz;108,2;2,8;122;9,9
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;April;110;2,4;120,3;-4,6
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;Mai;111,2;2,6;140,3;10,9
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;Juni;111,7;2,2;143,3;1,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;Juli;112,1;2,2;146,5;4,9
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;August;113,1;1,7;149,3;6,5
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;September;113,8;1,5;145,5;-0,7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;Oktober;113,5;1,4;146,2;4,7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;November;113,1;1,8;159,4;8,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2017;Dezember;109,3;2;161,9;2,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;Januar;108;3,3;80,2;25,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;Februar;108,5;3;97,1;13,7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;M‰rz;109,9;1,6;113,5;-7
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;April;112,2;2;132,2;9,9
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;Mai;113,1;1,7;140,8;0,4
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;Juni;114,2;2,2;155,1;8,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;Juli;114,5;2,1;159,8;9,1
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;August;115,5;2,1;158,6;6,2
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;September;...;...;...;...
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;Oktober;...;...;...;...
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;November;...;...;...;...
WZ08-439;Sonstige spezialisierte Baut‰tigkeiten;2018;Dezember;...;...;...;...
WZ08-4391;Dachdeckerei und Zimmerei;2010;Januar;91;.;32,5;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;Februar;90,3;.;40,3;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;M‰rz;94,4;.;81,6;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;April;98,3;.;96,6;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;Mai;100,1;.;104;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;Juni;101,6;.;120,8;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;Juli;102,1;.;120,1;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;August;104,4;.;112,9;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;September;106;.;123,9;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;Oktober;106,1;.;126;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;November;105,5;.;129,8;.
WZ08-4391;Dachdeckerei und Zimmerei;2010;Dezember;100,2;.;111,4;.
WZ08-4391;Dachdeckerei und Zimmerei;2011;Januar;96,4;5,9;50,1;54,2
WZ08-4391;Dachdeckerei und Zimmerei;2011;Februar;97,1;7,5;68,9;71
WZ08-4391;Dachdeckerei und Zimmerei;2011;M‰rz;100,2;6,1;97,3;19,2
WZ08-4391;Dachdeckerei und Zimmerei;2011;April;102,4;4,2;104;7,7
WZ08-4391;Dachdeckerei und Zimmerei;2011;Mai;103,8;3,7;127,7;22,8
WZ08-4391;Dachdeckerei und Zimmerei;2011;Juni;104,6;3;116,1;-3,9
WZ08-4391;Dachdeckerei und Zimmerei;2011;Juli;104,9;2,7;122,9;2,3
WZ08-4391;Dachdeckerei und Zimmerei;2011;August;106,9;2,4;124,1;9,9
WZ08-4391;Dachdeckerei und Zimmerei;2011;September;108,2;2,1;133,8;8
WZ08-4391;Dachdeckerei und Zimmerei;2011;Oktober;108,2;2;130,2;3,3
WZ08-4391;Dachdeckerei und Zimmerei;2011;November;107,5;1,9;147,6;13,7
WZ08-4391;Dachdeckerei und Zimmerei;2011;Dezember;103,4;3,2;145,9;31
WZ08-4391;Dachdeckerei und Zimmerei;2012;Januar;99,5;3,2;58,2;16,2
WZ08-4391;Dachdeckerei und Zimmerei;2012;Februar;99;2;60,8;-11,8
WZ08-4391;Dachdeckerei und Zimmerei;2012;M‰rz;104,1;3,9;104,5;7,4
WZ08-4391;Dachdeckerei und Zimmerei;2012;April;104,7;2,2;105,5;1,4
WZ08-4391;Dachdeckerei und Zimmerei;2012;Mai;105,5;1,6;117,9;-7,7
WZ08-4391;Dachdeckerei und Zimmerei;2012;Juni;106;1,3;125,1;7,8
WZ08-4391;Dachdeckerei und Zimmerei;2012;Juli;106,6;1,6;131,5;7
WZ08-4391;Dachdeckerei und Zimmerei;2012;August;108;1;127,2;2,5
WZ08-4391;Dachdeckerei und Zimmerei;2012;September;109;0,7;126,3;-5,6
WZ08-4391;Dachdeckerei und Zimmerei;2012;Oktober;109,1;0,8;137,2;5,4
WZ08-4391;Dachdeckerei und Zimmerei;2012;November;108,3;0,7;137,4;-6,9
WZ08-4391;Dachdeckerei und Zimmerei;2012;Dezember;103,5;0,1;128,7;-11,8
WZ08-4391;Dachdeckerei und Zimmerei;2013;Januar;99,9;0,4;51,2;-12
WZ08-4391;Dachdeckerei und Zimmerei;2013;Februar;99,5;0,5;58,1;-4,4
WZ08-4391;Dachdeckerei und Zimmerei;2013;M‰rz;100,9;-3,1;80,7;-22,8
WZ08-4391;Dachdeckerei und Zimmerei;2013;April;104,2;-0,5;106;0,5
WZ08-4391;Dachdeckerei und Zimmerei;2013;Mai;105,5;-;113,6;-3,6
WZ08-4391;Dachdeckerei und Zimmerei;2013;Juni;106,2;0,2;125,9;0,6
WZ08-4391;Dachdeckerei und Zimmerei;2013;Juli;106,9;0,3;144;9,5
WZ08-4391;Dachdeckerei und Zimmerei;2013;August;108,4;0,4;131,9;3,7
WZ08-4391;Dachdeckerei und Zimmerei;2013;September;109,9;0,8;137,5;8,9
WZ08-4391;Dachdeckerei und Zimmerei;2013;Oktober;109,8;0,6;146,8;7
WZ08-4391;Dachdeckerei und Zimmerei;2013;November;108,9;0,6;143,3;4,3
WZ08-4391;Dachdeckerei und Zimmerei;2013;Dezember;104,2;0,7;152,5;18,5
WZ08-4391;Dachdeckerei und Zimmerei;2014;Januar;100,8;0,9;69,1;35
WZ08-4391;Dachdeckerei und Zimmerei;2014;Februar;101;1,5;84,1;44,8
WZ08-4391;Dachdeckerei und Zimmerei;2014;M‰rz;103,7;2,8;108,3;34,2
WZ08-4391;Dachdeckerei und Zimmerei;2014;April;105,5;1,2;118,1;11,4
